transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
002fdc2f-d04a-0d86-1e1f-dfdfcff56282,178c8d70-04b8-ef83-41a7-910fc155267f,2024-11-22 03:25:37.000000,credit,IMPS/P2A/586643530822/SBIN/918020101986700/00/INET/9211/SELECT CITY SAKET DELHI,"(₹32,224.50)",S67829612,
708fdc75-1c6e-88e9-7f91-13298f70326e,391347c4-119c-f099-6c80-1521d6271cf6,2024-12-04 03:40:26.000000,debit,UPI-SELECTION ELECTRONICS-XXXXXX3442-RATN0002125-223495990909,"(₹38,278.50)",S1743450,lYFysTR4jILR+RHRuxDSfJP4MscFZTxDUyG7pbJzafNr7Ds8yeFy
b56b3005-f593-df26-861b-7f6ae79aa65e,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2025-01-25 02:28:56.000000,credit,IMPS/P2A/960670505628/RATN/918020101986700/00/INET/9211/PARESH VIKRANT GHASE,"(₹13,720.50)",S31825451,
2bf50da1-ebed-2394-9d56-fc1ae0c998c7,431ad105-a6fc-62f8-78e9-d4c2711e4951,2025-02-27 14:37:51.000000,credit,NEFT/452030564865/TMBL/SELECT CITY SAKET DELHI,"(₹20,656.50)",S50077903,FId3dK5olALKoy6VKtM1piJn930JvcctzqGZ1wx8tom
87b224e0-491d-9a35-9482-1882202e5725,391347c4-119c-f099-6c80-1521d6271cf6,2025-03-29 19:34:36.000000,credit,FT -  27142417 -  50200013729069 - SELECTION ELECTRONICS,"(₹46,451.50)",S79443543,
881f2536-595c-d05d-5e83-1f6342117130,91014f89-aa94-392b-6a31-47aabdbb4f09,2025-04-09 05:11:28.000000,credit,UPI-PARESH VIKRANT GHASE-XXXXXX6368-SBIN0002125-268100824622,"(₹29,803.50)",S86214751,
bbccd6d5-8ad2-7119-277b-c31df1c774bc,431ad105-a6fc-62f8-78e9-d4c2711e4951,2025-05-26 16:10:54.000000,debit,NEFT/213928171208/RATN/GAUTAM SINGH,"(₹17,704.50)",S83711097,
be4329de-2543-ebff-e4f8-49dcc616996c,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2025-06-27 15:10:41.000000,debit,NEFT/779962520046/HDFC/NAVYUG SELECTION,"(₹40,121.50)",S26335045,dQleWH9xHR1v9Q/qwK8Ad0cMbYJPbv1Coy3hTY+eLfQTpurh6JirkKnXI
43f85d21-53f9-0e7e-b904-5a3b071a66e5,c74096ca-5edc-97b6-98ee-66bde4d6b951,2025-07-06 05:57:10.000000,debit,NEFT  - UBIN0001241 - 72424799 - 124105002702 - SELECTION ELECTRONICS,"(₹37,594.50)",S6131827,
462f5067-769e-8a3f-b63b-db2446805da0,30249157-7376-a8c9-c323-754b8a8c5fac,2025-08-15 04:47:18.000000,debit,NEFT/767303472632/TMBL/SELECT CITY SAKET DELHI,"(₹44,876.50)",S31423319,56meujGisQEooW6xvievBSl4U7ZNGHWXtI7Ig659+zLm7FjLxm+V6047u
dd75d04b-80df-4b7b-a360-a194937a7e95,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2025-09-30 01:32:40.000000,credit,FT -  11027853 -  50200013729069 - RELIANCEDIGITAL RETAIL LTD,"(₹18,517.50)",S8394349,
8dbf7e09-08f2-1607-5a5d-472c336be719,423ac11b-0b0e-2095-6753-17e4b5b84324,2025-10-15 17:29:14.000000,credit,IMPS/P2A/784033149471/RATN/918020101986700/00/INET/9211/SELECTION ELECTRONICS,"(₹19,817.50)",S19865121,5Pwj5SicgpiBMRnkjTFju+Z8JPag1QX9ET/7bG6Um3Q+2W6sHiKLw7moWxp
ddd4baec-bb2c-574e-fd34-ff200525b740,62f99b63-4975-57f0-1611-9193590a1d57,2025-11-22 05:52:04.000000,debit,UPI-NAVYUG SELECTION-XXXXXX5710-RATN0002125-858972252407,"(₹11,339.50)",S59192642,S9PrU6aOHgp6Ev4cvcwJaEHwgCJeZAydyKicxmqvr8Vjm3bIIIQvomor+v2
6b75b39e-0242-7368-c708-a97fed705549,2b56f3ac-8091-40f0-3965-dadfa6fc42e7,2025-12-18 15:17:04.000000,credit,IMPS/P2A/854688806678/AUBL/918020101986700/00/INET/9211/SELECT CITY SAKET DELHI,"(₹43,705.50)",S72640307,
4f3947f3-7a60-9f4d-9f89-40e3a1956c74,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2026-01-07 20:20:25.000000,debit,FT -  47690818 -  50200013729069 - SELECTIONMALIGAI,"(₹16,031.50)",S70877250,
b0e261c9-47a6-fb85-af4f-01bb277a1036,aa683c6d-5a5f-0a70-aa95-81a0575b7157,2026-02-16 05:27:04.000000,debit,NEFT  - UTIB0001241 - 11397848 - 124105002702 - SELECTION ELECTRONICS,"(₹21,382.50)",S40671340,VGgKtC/4A24ZH2fMd8viFA3fjD6kAC29DvA7F0/QF4YJ9cmmVrhl+GI
8070a56b-3124-c513-fa7e-337351574239,30249157-7376-a8c9-c323-754b8a8c5fac,2026-03-26 06:17:47.000000,debit,NEFT  - CNRB0001241 - 19991318 - 124105002702 - PARESH VIKRANT GHASE,"(₹31,112.50)",S5618100,7ZsqdiN1c0NkWjn8AKtllReQF0jxZ7AQrXQ4YzNQsfAQg
2d564f07-b7f6-4e86-0f84-73093807cdd0,aeae8a95-e0b2-24d3-86a2-2c518ee7b35e,2026-04-09 02:00:54.000000,credit,FT -  87433722 -  50200013729069 - GAUTAM SINGH,"(₹11,040.50)",S60654811,ESMPl0YIyHmAwCL/NvjBNXuWtOFk0mOw7VXpQUdZ
f77af83c-c280-dcbf-0563-1ef5efbd6ead,7cf6e314-1e30-8359-ff69-9980be3fdf41,2026-05-27 13:13:17.000000,debit,NEFT  - RATN0001241 - 30830603 - 124105002702 - UMANG SELECTION,"(₹10,171.50)",S48970390,
73effab8-d979-61e1-f626-ff8fd2548333,68e3d7e8-c584-54b2-5eb0-ed1010499083,2026-06-20 05:04:57.000000,credit,IMPS/P2A/474850156125/ICIC/918020101986700/00/INET/9211/SELECT CITY SAKET DELHI,"(₹2,770.50)",S91826416,dRA1PLCfxF3yqUlGad+KQFA65AO4dRRgOZy6g5Zunt
80c002d0-1a6a-09e4-6871-fc1aa7fb05b8,6d55974a-a614-424b-80f1-d2b178a90f7b,2024-07-09 14:54:36.000000,credit,NEFT/640453612536/AUBL/NAVYUG SELECTION,"(₹4,901.50)",S41416759,
259ce22f-5ae5-695a-27d0-83508c8f1092,11d818a5-6fe9-0bfe-7e68-fc38f9fe1006,2024-08-21 15:30:31.000000,credit,FT -  45851425 -  50200013729069 - UMANG SELECTION,"(₹26,833.50)",S77186110,
5a1eaf9e-1adc-12a2-f433-abec7fc27274,7cf6e314-1e30-8359-ff69-9980be3fdf41,2024-09-08 11:56:36.000000,credit,IMPS/P2A/845586398744/ICIC/918020101986700/00/INET/9211/SELECTION ELECTRONICS,"₹445,480.19",S30643122,
e15b3449-3f2e-487f-8027-d286fcd7aa07,fe86b954-b73f-7cd8-4e91-6411541a6335,2024-10-28 14:56:00.000000,credit,,"₹27,405.02",S49079091,GhuT6tf4dH7xJcdIk2YZwN7zdy98bxk+aDA1EshTOoGKgS
660fb2c5-a978-5efb-8b7f-457f139d3b31,5a64d576-e507-1266-0a87-6326909a483e,2024-11-04 07:56:54.000000,debit,FT -  28176622 -  50200013729069 - UMANG SELECTION,"₹204,210.74",,
4d647a01-dffc-fa7d-c9f5-2b77817eb570,da343455-d73a-dc61-e247-af7e0cfe6821,2024-12-21 00:43:16.000000,credit,IMPS/P2A/956002465617/UTIB/918020101986700/00/INET/9211/GAUTAM SINGH,"₹80,886.47",S71840091,
49d9cc0b-02e3-bd56-c99d-31bdde4afccc,57054cc9-340a-8491-c771-e83d9d9e23e7,2025-01-20 06:35:56.000000,debit,,"₹489,259.13",S64806276,
78f22a15-40bd-77ee-b7e9-631b1d2a9ec4,91014f89-aa94-392b-6a31-47aabdbb4f09,2025-02-18 02:52:57.000000,credit,NEFT/957991765692/UBIN/SELECTION ELECTRONICS,"₹301,135.49",,
9ded1a98-367d-c026-f592-8e65a1b431fb,59aad591-57f3-5379-d516-a330c6793b29,2025-03-04 19:52:42.000000,debit,NEFT  - UBIN0001241 - 43100959 - 124105002702 - SELECTION MOBILE,"₹345,557.81",S76899804,
ac71d6d9-5fa9-6bc5-4cf6-0b3604db7204,c74096ca-5edc-97b6-98ee-66bde4d6b951,2025-04-05 16:44:56.000000,credit,,"₹195,729.42",S32014447,
c786f445-30b4-8818-fc11-80a5933434c9,11d818a5-6fe9-0bfe-7e68-fc38f9fe1006,2025-05-14 12:52:17.000000,credit,NEFT  - TMBL0001241 - 61452451 - 124105002702 - SELECTIONMALIGAI,"₹148,777.96",,
ba72533c-55b8-f86e-1cf2-edbc7b34f0ed,a96a98fd-e22b-522c-af92-5f1be1a94f8f,2025-06-29 21:35:03.000000,credit,FT -  82556787 -  50200013729069 - SELECTION MOBILE,"₹45,549.84",S66699083,
f11c408a-604f-33a7-3c29-db693de109ca,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2025-07-31 10:04:38.000000,debit,,"₹314,938.96",S9652696,
166333b3-0de4-9b87-e86b-378934f7646d,fe6609b5-b931-240e-60d1-d4c8e84f6b9b,2025-08-11 15:47:37.000000,credit,IMPS/P2A/157901346756/KKBK/918020101986700/00/INET/9211/SELECTION ELECTRONICS,"₹273,800.10",,kn/dVdDMUx93jkUDHTNvjYox8WqjuRHkLMVQOoaMIcO75mh8
d2dbf4e7-3411-2e7c-f0a0-d22336dcca23,fe6609b5-b931-240e-60d1-d4c8e84f6b9b,2025-09-24 19:28:05.000000,debit,NEFT  - AUBL0001241 - 64785908 - 124105002702 - PARESH VIKRANT GHASE,"₹4,790.86",S38256752,
1e32fb16-7a75-7ef5-77db-9ea6b1f44021,557454cc-0c2f-b232-8b03-dd914d6187f1,2025-10-06 12:38:24.000000,credit,,"₹61,239.13",S56438293,
6d05c424-e95b-f050-7fef-7fd5f6011dc3,6d55974a-a614-424b-80f1-d2b178a90f7b,2025-11-19 15:22:05.000000,credit,FT -  24935110 -  50200013729069 - UMANG SELECTION,"₹307,799.71",,
d9b39005-8bbd-044b-13e3-88fbc045d1a6,5a64d576-e507-1266-0a87-6326909a483e,2025-12-24 18:04:00.000000,debit,UPI-UMANG SELECTION-XXXXXX4391-UBIN0002125-202090717186,"₹113,647.56",S87977357,
1c21035f-14ee-0604-2191-0555d5662c8a,cc18c200-b0df-6f92-4ffe-227bacd233bf,2026-01-22 19:14:31.000000,credit,,"₹404,961.75",S53953339,
327021a2-b2a1-1c14-dcec-f424c0be928a,b9d3c0bb-8cad-079d-58a3-6e602447af72,2026-02-02 23:39:49.000000,debit,NEFT  - CNRB0001241 - 64567770 - 124105002702 - GAUTAM SINGH,"₹394,149.39",,+rXxp7kL7t6WslVTIiWY6ADkJgX233S0lUbIlVvsVJ3BLFrDi3m
4eb98062-6155-bf20-ef4d-4db91c501092,30249157-7376-a8c9-c323-754b8a8c5fac,2026-03-15 08:08:07.000000,credit,NEFT/694672128217/UBIN/SELECTION MOBILE,"₹98,891.92",S18955885,
144de156-9204-89c3-4156-43b8c1e644cd,179ae64c-7873-f2a7-8c4f-efbb09c72369,2026-04-06 01:43:45.000000,credit,,"₹98,545.62",S57722378,
f4d926a4-1ed6-a0dc-d2f2-e51099d4025a,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2026-05-31 20:16:01.000000,credit,FT -  72729505 -  50200013729069 - SELECTRICITY TWO PRIVATE LIMITED,"₹390,871.25",,hh/ngajXICI15BatawcXtDZja9ybg/j+SLilMFNK2bH1v6gob8K
01fae5e6-b578-d0d2-428d-432e48489404,b2fad0b0-6257-082e-5a97-1ec46f0fa04c,2026-06-26 05:54:22.000000,credit,NEFT  - RATN0001241 - 71722528 - 124105002702 - SELECTION ELECTRONICS,"₹57,512.90",S86362291,
4033197f-f908-42a1-412f-a69162f7c76c,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2024-07-23 11:22:55.000000,credit,,"₹417,955.13",S45787219,y/tS5WHZuSTbpYufpxvW2pQvaIFMrxGScMzPLHFi3vKDVCAlpi
1cd5e833-bffb-fe4f-4e43-54bddbcf9cb9,178c8d70-04b8-ef83-41a7-910fc155267f,2024-08-18 01:16:11.000000,credit,UPI-SELECT CITY SAKET DELHI-XXXXXX6863-UBIN0002125-659560257963,"₹100,414.20",,i5g9dGhWvMp1YVd9GaKiWS8p6oJ85jpIlash/86rasAcMtWihQnLLJp
48987ff2-1a1f-f050-315d-40b204cea934,31bc601f-e01c-385f-1294-f31394999a45,2024-09-19 05:55:58.000000,credit,UPI-GAUTAM SINGH-XXXXXX8743-ICIC0002125-221661579323,"₹492,039.26",S84931513,
2e662857-b053-6510-54c6-9588d427845e,30249157-7376-a8c9-c323-754b8a8c5fac,2024-10-13 07:30:35.000000,debit,,"₹173,180.27",S80205295,GTpY2e72UdUdUuAZitL/dskeJCBZTO/PB1eM2lIV2kx
b22f6771-d63c-9b3e-86cd-26440fb1f059,d8133f40-e1f6-0436-98d7-73a240f1576d,2024-11-11 04:30:21.000000,credit,FT -  30853847 -  50200013729069 - SELECT CITY SAKET DELHI,"₹432,121.42",,zAVL90at2FCy8I6KQHeMFWQmqQnUmxbRKZIYzWWYrGiDefLVYjxOBgrUSJ
8c07e05e-0c2d-e53e-3f29-a282513a5dfe,fe86b954-b73f-7cd8-4e91-6411541a6335,2024-12-30 19:00:52.000000,debit,FT -  20435782 -  50200013729069 - NAVYUG SELECTION,"₹469,993.51",S44723117,
f708b60a-f214-c092-e2a2-6550cc01915d,11d818a5-6fe9-0bfe-7e68-fc38f9fe1006,2025-01-31 03:05:12.000000,debit,,"₹445,918.07",S70490504,EghtxkZA+widRxay8250QFrFA5OkF0TCIypI2uXSDRz
357d8bc4-2328-e9d5-c4fc-36c441d14f51,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2025-02-17 06:04:01.000000,credit,FT -  84066185 -  50200013729069 - SELECTION MOBILE,"₹318,425.12",,
d485f6aa-336b-070b-6fbe-2c383085baca,7eda57aa-1ba0-47a8-cec9-4d8ecfa8420b,2025-03-10 21:18:41.000000,credit,FT -  69720608 -  50200013729069 - SELECTIONMALIGAI,"₹358,813.77",S86276833,
400218f4-7be3-0af2-0994-c305a65e3c51,da343455-d73a-dc61-e247-af7e0cfe6821,2025-04-03 12:59:25.000000,credit,,"₹97,983.37",S93486321,
9f92c683-72f0-1d02-cf8c-17b35049b8c5,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2025-05-15 17:59:19.000000,credit,IMPS/P2A/612653032412/UTIB/918020101986700/00/INET/9211/SELECTRICITY TWO PRIVATE LIMITED,"₹161,349.89",,ESeXMMMvT9Xx5nmAYiItDqqVoDz7bzHez3GmX7TdRr/pDOOGb
5876029e-0d7e-132c-69d4-5468d8c6a5dc,91014f89-aa94-392b-6a31-47aabdbb4f09,2025-06-20 09:19:57.000000,credit,UPI-RELIANCEDIGITAL RETAIL LTD-XXXXXX5453-ICIC0002125-637322065926,"₹57,865.32",S21099375,
037545de-a6df-c571-0795-d4442e58ebdf,391347c4-119c-f099-6c80-1521d6271cf6,2025-07-30 03:29:25.000000,credit,,"₹66,326.76",S86781781,vOwEvW9BzFHyUWMDltKQRLWCw8N9tfryeF9anLbwv5HOxVbuROYXQfacEp
11e4126a-4740-2d23-735a-f2d099c95bea,11d818a5-6fe9-0bfe-7e68-fc38f9fe1006,2025-08-18 19:32:14.000000,credit,UPI-GAUTAM SINGH-XXXXXX5867-AUBL0002125-582821969856,"₹96,346.90",,
77e5ddb6-4e9e-a274-91d6-f270fdc0b651,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2025-09-20 21:48:23.000000,debit,NEFT/223401500870/KKBK/SELECTIONMALIGAI,"₹194,079.77",S44537253,
027546eb-58d6-5b61-aba7-448030dfda5f,59aad591-57f3-5379-d516-a330c6793b29,2025-10-22 12:54:42.000000,credit,,"₹435,738.52",S70512039,HaGmQtXwhjTisBrSjlVK3ocIN5c1tUFL5+4QBew81g
aa1ccc89-381d-20f4-829a-5c106df6f4e2,31bc601f-e01c-385f-1294-f31394999a45,2025-11-25 03:39:46.000000,credit,FT -  53920253 -  50200013729069 - PARESH VIKRANT GHASE,"₹218,403.45",,
f52e59f9-757f-8263-8185-82858515ae54,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2025-12-07 06:14:22.000000,credit,NEFT  - AUBL0001241 - 39630692 - 124105002702 - RELIANCEDIGITAL RETAIL LTD,"₹301,156.37",S43684303,
5bab3b2a-9d34-b676-1398-cba484056c21,7cf6e314-1e30-8359-ff69-9980be3fdf41,2026-01-10 00:47:07.000000,debit,,"₹263,516.46",S19223312,
2e0a291e-ee25-b475-b103-604de86083e8,7eda57aa-1ba0-47a8-cec9-4d8ecfa8420b,2026-02-10 12:49:51.000000,debit,FT -  22653687 -  50200013729069 - SELECTION MOBILE,"₹301,272.42",,loJhPCHvRJG1VxaXAvLNqB9glIM3QBufPEzngXeYK7l/pAY
da29ea28-b35b-ca9a-5907-15b1010d83a7,59aad591-57f3-5379-d516-a330c6793b29,2026-03-13 19:20:30.000000,credit,FT -  69772128 -  50200013729069 - SELECT CITY SAKET DELHI,"₹139,991.64",S69269568,
b34fc7e4-4111-ee84-5231-5aa60a33e7af,d5681e48-5cb6-fb16-1d3b-bf43dde37ae6,2026-04-26 15:14:21.000000,debit,,"₹163,657.39",S33737988,+qZm3YRdrHsT6VgWD3hfdLe01Zqr3Nm2kcUgbqrl4OfaHd6HFc+s
91d47cf7-b8c4-5aea-290e-8285ca9a693c,a3fd30c5-9051-54b1-95a6-97ef7256463d,2026-05-12 09:25:14.000000,credit,FT -  93490844 -  50200013729069 - PARESH VIKRANT GHASE,"₹374,935.11",,opPp+7NC/Qz7eUUTkb29TFjFVVbxZYhzm6Jdvfl3niXBhDNyArSRN/5ghov+
35ec5f8d-d82e-edae-4d61-06532fdb6abf,30249157-7376-a8c9-c323-754b8a8c5fac,2026-06-08 22:15:28.000000,credit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX1571-ICIC0002125-703876616861,"₹207,027.28",S39009436,
4eb1f3d3-f5d2-6354-2393-8d2f19301ca7,423ac11b-0b0e-2095-6753-17e4b5b84324,2024-07-27 01:40:16.000000,credit,,"₹167,030.26",S59606616,
4e47af4e-a475-7334-4e79-00fc0d6cb112,30249157-7376-a8c9-c323-754b8a8c5fac,2024-08-10 18:44:17.000000,debit,FT -  89924768 -  50200013729069 - SELECTIONMALIGAI,"₹453,390.85",,T9SXYVZppBYGR4P8CMRTs38+walOZSyV4g4K03KWh4PopubAKCAyu+6
777b4a21-4279-3773-4c77-39245f9612a0,aeae8a95-e0b2-24d3-86a2-2c518ee7b35e,2024-09-08 02:07:48.000000,credit,FT -  79498672 -  50200013729069 - PARESH VIKRANT GHASE,"₹225,021.47",S22225133,
abc1bb16-3bef-6678-6c2f-945994a04391,57054cc9-340a-8491-c771-e83d9d9e23e7,2024-10-01 14:50:33.000000,credit,,"₹365,923.00",S96952374,
c339b1eb-ce9d-55c2-ba69-160933c2c7b8,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2024-11-26 21:55:10.000000,debit,NEFT  - RATN0001241 - 24152327 - 124105002702 - UMANG SELECTION,"₹142,557.23",,
